name,gender
Chip,M
Christ,M
Christiano,M
Christof,M
Christofer,M
Christoph,M
Christophe,M
Christopher,M
Christorpher,M
Christos,M
Chrisy,M
Chuck,M
Churchill,M
Clancy,M
Clarance,M
Clarence,M
Clark,M
Clarke,M
Claudio,M
Claudius,M
Claus,M
Clay,M
Clayborn,M
Clayborne,M
Claybourne,M
Clayton,M
Cleland,M
Clemens,M
Clement,M
Clemente,M
Cletus,M
Cleveland,M
Cliff,M
Clifford,M
Clifton,M
Clint,M
Clinten,M
Clinton,M
Clive,M
Clyde,M
Cob,M
Cobb,M
Cobbie,M
Cobby,M
Colbert,M
Cole,M
Coleman,M
Colin,M
Collin,M
Collins,M
Conan,M
Connolly,M
Connor,M
Conrad,M
Conroy,M
Constantin,M
Constantinos,M
Conway,M
Cooper,M
Corbin,M
Corby,M
Corky,M
Cornelius,M
Cornellis,M
Cortese,M
Corwin,M
Cosmo,M
Costa,M
Craig,M
Crawford,M
Creighton,M
Cristopher,M
Curt,M
Curtice,M
Curtis,M
Cy,M
Cyril,M
Cyrill,M
Cyrille,M
Cyrillus,M
Cyrus,M
Dabney,M
Dalton,M
Damien,M
Damon,M
Dan,M
Dane,M
Danie,M
Dante,M
Daren,M
Darian,M
Darien,M
Darin,M
Dario,M
Darius,M
Darrel,M
Darrell,M
Darren,M
Darrick,M
Darrin,M
Darth,M
Darwin,M
Daryle,M
Dave,M
Davey,M
David,M
Davidde,M
Davide,M
Davidson,M
Davie,M
Davin,M
Davis,M
Davon,M
Davoud,M
Davy,M
Dawson,M
Dean,M
Delbert,M
Delmar,M
Demetre,M
Demetri,M
Demetrius,M
Demosthenis,M
Denis,M
Dennis,M
Derby,M
Derek,M
Derick,M
Derk,M
Derrek,M
Derrick,M
Derrin,M
Derrol,M
Derron,M
Deryl,M
Desmond,M
Desmund,M
Dewey,M
Dewitt,M
Dexter,M
Dick,M
Dickey,M
Dickie,M
Diego,M
Dieter,M
Dietrich,M
Dillon,M
Dimitri,M
Dimitrios,M
Dimitris,M
Dimitrou,M
Dimitry,M
Dino,M
Dionysus,M
Dirk,M
Dmitri,M
Dom,M
Domenic,M
Domenico,M
Dominic,M
Dominick,M
Don,M
Donal,M
Donald,M
Donn,M
Donovan,M
Doug,M
Douggie,M
Dougie,M
Douglas,M
Douglass,M
Douglis,M
Dov,M
Doyle,M
Drake,M
Dru,M
Dryke,M
Duane,M
Dudley,M
Duffie,M
Duffy,M
Dugan,M
Duke,M
Dunc,M
Duncan,M
Dunstan,M
Durand,M
Durant,M
Durante,M
Durward,M
Dustin,M
Dwain,M
Dwaine,M
Dwane,M
Dwayne,M
Dwight,M
Dylan,M
Dyson,M
Earl,M
Earle,M
Easton,M
Eben,M
Ebeneser,M
Ebenezer,M
Eberhard,M
Ed,M
Edgar,M
Edgardo,M
Edmond,M
Edmund,M
Edouard,M
Edsel,M
Eduard,M
Eduardo,M
Edward,M
Edwin,M
Efram,M
Egbert,M
Ehud,M
Elbert,M
Elden,M
Eldon,M
Eli,M
Elias,M
Elihu,M
Elijah,M
Eliot,M
Eliott,M
Elliot,M
Elliott,M
Ellis,M
Ellsworth,M
Ellwood,M
Elmer,M
Elmore,M
Elnar,M
Elric,M
Elroy,M
Elton,M
Elvin,M
Elvis,M
Elwin,M
Elwood,M
Elwyn,M
Ely,M
Emanuel,M
Emerson,M
Emery,M
Emil,M
Emile,M
Emilio,M
Emmanuel,M
Emmery,M
Emmet,M
Emmett,M
Emmit,M
Emmott,M
Emory,M
Ender,M
Engelbart,M
Engelbert,M
Englebart,M
Englebert,M
Enoch,M
Enrico,M
Enrique,M
Ephraim,M
Ephram,M
Ephrayim,M
Ephrem,M
Er,M
Erasmus,M
Erastus,M
Erek,M
Erhard,M
Erhart,M
Eric,M
Erich,M
Erick,M
Erik,M
Erl,M
Ernest,M
Ernesto,M
Ernie,M
Ernst,M
Erny,M
Errol,M
Ervin,M
Erwin,M
Esau,M
Esteban,M
Ethan,M
Ethelbert,M
Ethelred,M
Etienne,M
Euclid,M
Eugen,M
Eugene,M
Eustace,M
Ev,M
Evan,M
Everard,M
Everett,M
Ewan,M
Ewart,M
Ez,M
Ezechiel,M
Ezekiel,M
Ezra,M
Fabian,M
Fabio,M
Fairfax,M
Farley,M
Fazeel,M
Federico,M
Felicio,M
Felipe,M
Felix,M
Ferd,M
Ferdie,M
Ferdinand,M
Ferdy,M
Fergus,M
Ferguson,M
Ferinand,M
Fernando,M
Fidel,M
Filbert,M
Filip,M
Filipe,M
Filmore,M
Finley,M
Finn,M
Fitz,M
Fitzgerald,M
Flem,M
Fleming,M
Flemming,M
Fletch,M
Fletcher,M
Flin,M
Flinn,M
Flint,M
Flipper,M
Florian,M
Floyd,M
Flynn,M
Fons,M
Fonsie,M
Fonz,M
Fonzie,M
Forbes,M
Ford,M
Forest,M
Forester,M
Forrest,M
Forrester,M
Forster,M
Foster,M
Fowler,M
Fox,M
Francesco,M
Francisco,M
Francois,M
Franklin,M
Franklyn,M
Frans,M
Franz,M
Fraser,M
Frazier,M
Frederic,M
Frederich,M
Frederick,M
Frederico,M
Frederik,M
Fredric,M
Fredrick,M
Freeman,M
Freemon,M
Fremont,M
French,M
Friedric,M
Friedrich,M
Friedrick,M
Fritz,M
Fulton,M
Fyodor,M
Gabe,M
Gabriele,M
Gabriello,M
Galen,M
Gallagher,M
Gamaliel,M
Garcia,M
Garcon,M
Gardener,M
Gardiner,M
Gardner,M
Garey,M
Garfield,M
Garfinkel,M
Garold,M
Garp,M
Garret,M
Garrett,M
Garrot,M
Garrott,M
Garry,M
Garth,M
Garv,M
Garvey,M
Garvin,M
Garvy,M
Garwin,M
Garwood,M
Gary,M
Gaspar,M
Gasper,M
Gaston,M
Gav,M
Gaven,M
Gavin,M
Gavriel,M
Gearard,M
Geo,M
Geof,M
Geoff,M
Geoffrey,M
Geoffry,M
Georg,M
Georges,M
Georgy,M
Gerald,M
Geraldo,M
Gerard,M
Gere,M
Gerhard,M
Gerhardt,M
Gerold,M
Gerome,M
Gerrard,M
Gerrit,M
Gershom,M
Gershon,M
Giacomo,M
Gian,M
Giancarlo,M
Giavani,M
Gibb,M
Gideon,M
Giff,M
Giffard,M
Giffer,M
Giffie,M
Gifford,M
Giffy,M
Gil,M
Gilbert,M
Gilberto,M
Gilburt,M
Giles,M
Gilles,M
Gino,M
Giordano,M
Giorgi,M
Giorgio,M
Giovanne,M
Giovanni,M
Giraldo,M
Giraud,M
Giuseppe,M
Glynn,M
Godard,M
Godart,M
Goddard,M
Goddart,M
Godfree,M
Godfrey,M
Godfry,M
Godwin,M
Gomer,M
Gonzales,M
Gonzalo,M
Goober,M
Goose,M
Gordan,M
Gordie,M
Gordon,M
Grady,M
Graehme,M
Graeme,M
Graham,M
Graig,M
Grant,M
Granville,M
Greg,M
Gregg,M
Greggory,M
Gregor,M
Gregorio,M
Gregory,M
Griff,M
Griffin,M
Griffith,M
Griswold,M
Grove,M
Grover,M
Guido,M
Guillaume,M
Guillermo,M
Gunner,M
Gunter,M
Gunther,M
Gustaf,M
Gustav,M
Gustave,M
Gustavo,M
Gustavus,M
Guthrey,M
Guthrie,M
Guthry,M
Guy,M
Hadleigh,M
Hadley,M
Hadrian,M
Hagan,M
Hagen,M
Hailey,M
Hakeem,M
Hakim,M
Hal,M
Hale,M
Hall,M
Hallam,M
Halvard,M
Ham,M
Hamel,M
Hamid,M
Hamil,M
Hamilton,M
Hamish,M
Hamlen,M
Hamlet,M
Hamlin,M
Hammad,M
Hamnet,M
Han,M
Hanan,M
Hanford,M
Hank,M
Hans-Peter,M
Hansel,M
Hanson,M
Harald,M
Harcourt,M
Harlan,M
Harland,M
Harlin,M
Harman,M
Harmon,M
Harold,M
Harris,M
Harrison,M
Harrold,M
Harry,M
Hart,M
Hartley,M
Hartwell,M
Harv,M
Harvard,M
Harvey,M
Harvie,M
Harwell,M
Hasheem,M
Hashim,M
Haskel,M
Haskell,M
Hassan,M
Hastings,M
Hasty,M
Haven,M
Hayden,M
Haydon,M
Hayes,M
Hayward,M
Haywood,M
Heathcliff,M
Hebert,M
Hector,M
Heinrich,M
Heinz,M
Helmuth,M
Henderson,M
Hendrick,M
Hendrik,M
Henri,M
Henrik,M
Henrique,M
Henry,M
Herb,M
Herbert,M
Herbie,M
Herby,M
Hercule,M
Hercules,M
Herculie,M
Herman,M
Hermann,M
Hermon,M
Hermy,M
Hernando,M
Herold,M
Herrick,M
Herrmann,M
Hersch,M
Herschel,M
Hersh,M
Hershel,M
Herve,M
Hervey,M
Hew,M
Hewe,M
Hewet,M
Hewett,M
Hewie,M
Hewitt,M
Heywood,M
Hezekiah,M
Higgins,M
Hilbert,M
Hill,M
Hillard,M
Hillel,M
Hillery,M
Hilliard,M
Hilton,M
Hiralal,M
Hiram,M
Hiro,M
Hirsch,M
Hobart,M
Hodge,M
Hogan,M
Hollis,M
Homer,M
Horace,M
Horacio,M
Horatio,M
Horatius,M
Horst,M
Howard,M
Howie,M
Hoyt,M
Hubert,M
Hudson,M
Huey,M
Hugh,M
Hugo,M
Humbert,M
Humphrey,M
Hunt,M
Hunter,M
Huntington,M
Huntlee,M
Huntley,M
Hurley,M
Husain,M
Husein,M
Hussein,M
Hy,M
Hyatt,M
Hyman,M
Hymie,M
Iago,M
Iain,M
Ian,M
Ichabod,M
Iggie,M
Iggy,M
Ignace,M
Ignacio,M
Ignacius,M
Ignatius,M
Ignaz,M
Ignazio,M
Igor,M
Immanuel,M
Ingamar,M
Ingelbert,M
Ingemar,M
Inglebert,M
Ingmar,M
Ingram,M
Inigo,M
Irvin,M
Irvine,M
Irving,M
Irwin,M
Isaac,M
Isaak,M
Isaiah,M
Ishmael,M
Isidore,M
Ismail,M
Israel,M
Istvan,M
Ivan,M
Ivor,M
Izaak,M
Izak,M
Izzy,M
Jabez,M
Jack,M
Jackson,M
Jacob,M
Jacques,M
Jae,M
Jake,M
Jakob,M
James,M
Jameson,M
Jamey,M
Janos,M
Janus,M
Jared,M
Jarrett,M
Jarvis,M
Jason,M
Jasper,M
Javier,M
Jean-Christophe,M
Jean-Francois,M
Jean-Lou,M
Jean-Luc,M
Jean-Marc,M
Jean-Paul,M
Jean-Pierre,M
Jeb,M
Jed,M
Jedediah,M
Jef,M
Jeff,M
Jefferey,M
Jefferson,M
Jeffery,M
Jeffie,M
Jeffrey,M
Jeffry,M
Jefry,M
Jehu,M
Jennings,M
Jens,M
Jephthah,M
Jerald,M
Jeramie,M
Jereme,M
Jeremiah,M
Jeremias,M
Jeremie,M
Jeremy,M
Jermain,M
Jermayne,M
Jerold,M
Jerome,M
Jeromy,M
Jerri,M
Jerrold,M
Jerrome,M
Jervis,M
Jerzy,M
Jessee,M
Jessey,M
Jesus,M
Jeth,M
Jethro,M
Jim,M
Jimbo,M
Jimmie,M
Jimmy,M
Joab,M
Joachim,M
Joao,M
Joaquin,M
Job,M
Jock,M
Joe,M
Johan,M
Johann,M
Johannes,M
John,M
John-David,M
John-Patrick,M
Johnathan,M
Johnathon,M
Johnnie,M
Johnny,M
Johny,M
Jon,M
Jonah,M
Jonas,M
Jonathan,M
Jonathon,M
Jonny,M
Jordon,M
Jordy,M
Jorge,M
Jory,M
Jose,M
Josef,M
Joseph,M
Josephus,M
Josh,M
Joshua,M
Joshuah,M
Josiah,M
Jotham,M
Juan,M
Jud,M
Judah,M
Judas,M
Judd,M
Judson,M
Juergen,M
Jule,M
Jules,M
Julian,M
Julio,M
Julius,M
Justis,M
Kaiser,M
Kaleb,M
Kalil,M
Kalle,M
Kalman,M
Kalvin,M
Kam,M
Kane,M
Kareem,M
Karim,M
Karl,M
Karsten,M
Kaspar,M
Keefe,M
Keenan,M
Keene,M
Keil,M
Keith,M
Kelvin,M
Kelwin,M
Ken,M
Kendal,M
Kendall,M
Kendrick,M
Kenn,M
Kennedy,M
Kenneth,M
Kenny,M
Kent,M
Kenton,M
Kenyon,M
Kermie,M
Kermit,M
Kevan,M
Kevin,M
Kimball,M
Kimmo,M
Kin,M
Kincaid,M
King,M
Kingsley,M
Kingsly,M
Kingston,M
Kirk,M
Klaus,M
Klee,M
Knox,M
Konrad,M
Konstantin,M
Kory,M
Kostas,M
Kraig,M
Krishna,M
Kristian,M
Kristopher,M
Kristos,M
Kurt,M
Kurtis,M
Laird,M
Lamar,M
Lambert,M
Lamont,M
Lance,M
Lancelot,M
Langston,M
Larry,M
Lars,M
Laurance,M
Laurence,M
Laurens,M
Laurent,M
Lawerence,M
Lawrence,M
Lawson,M
Lawton,M
Lay,M
Layton,M
Lazar,M
Lazare,M
Lazaro,M
Lazarus,M
Lazlo,M
Lefty,M
Leif,M
Leighton,M
Lem,M
Lemar,M
Lemmie,M
Lemmy,M
Lemuel,M
Len,M
Lenard,M
Lennie,M
Lenny,M
Leo,M
Leon,M
Leonard,M
Leonardo,M
Leonerd,M
Leonhard,M
Leonid,M
Leonidas,M
Leopold,M
Leroy,M
Les,M
Lester,M
Lev,M
Levi,M
Levin,M
Levon,M
Levy,M
Lew,M
Lewis,M
Lex,M
Liam,M
Lincoln,M
Linoel,M
Linus,M
Lion,M
Lionel,M
Lionello,M
Llewellyn,M
Lloyd,M
Locke,M
Lockwood,M
Logan,M
Lon,M
Lonny,M
Lorenzo,M
Lothar,M
Louie,M
Louis,M
Lovell,M
Lowell,M
Lucas,M
Lucian,M
Luciano,M
Lucien,M
Lucio,M
Lucius,M
Ludvig,M
Ludwig,M
Luigi,M
Luis,M
Lukas,M
Luke,M
Luther,M
Lyle,M
Lyndon,M
Mac,M
Mace,M
Mack,M
Mackenzie,M
Madison,M
Magnum,M
Magnus,M
Mahmoud,M
Mahmud,M
Maison,M
Major,M
Malcolm,M
Manfred,M
Manny,M
Manuel,M
Marc,M
Marcel,M
Marcello,M
Marcellus,M
Marcelo,M
Marchall,M
Marcio,M
Marco,M
Marcos,M
Marcus,M
Marilu,M
Mario,M
Marius,M
Mark,M
Marko,M
Markos,M
Markus,M
Marlin,M
Marlon,M
Marlow,M
Marlowe,M
Marmaduke,M
Marsh,M
Marshal,M
Marshall,M
Mart,M
Martainn,M
Marten,M
Martin,M
Martino,M
Martyn,M
Marv,M
Marve,M
Marven,M
Marvin,M
Marwin,M
Mason,M
Mateo,M
Mathew,M
Mathias,M
Matias,M
Matt,M
Matteo,M
Matthaeus,M
Mattheus,M
Matthew,M
Matthias,M
Matthieu,M
Matthiew,M
Matthus,M
Mattias,M
Maurice,M
Mauricio,M
Maurie,M
Maurits,M
Mauritz,M
Maury,M
Maxfield,M
Maxim,M
Maximilian,M
Maximilien,M
Maxwell,M
Mayer,M
Maynard,M
Maynord,M
Mayor,M
Meier,M
Meir,M
Melvin,M
Melvyn,M
Menard,M
Mendel,M
Mendie,M
Meredeth,M
Merell,M
Merill,M
Merlin,M
Merrel,M
Merrick,M
Merril,M
Merv,M
Mervin,M
Meyer,M
Mic,M
Micah,M
Michael,M
Michail,M
Michale,M
Micheal,M
Micheil,M
Mick,M
Mickey,M
Miguel,M
Mika,M
Mikael,M
Mike,M
Mikel,M
Mikey,M
Mikhail,M
Miles,M
Milo,M
Milt,M
Milton,M
Mischa,M
Mitch,M
Mitchael,M
Mitchel,M
Mitchell,M
Moe,M
Mohamad,M
Mohamed,M
Mohammad,M
Mohammed,M
Moise,M
Moises,M
Moishe,M
Monroe,M
Montague,M
Monte,M
Montgomery,M
Monty,M
Moore,M
Mordecai,M
Morley,M
Morly,M
Morrie,M
Morris,M
Morry,M
Morse,M
Mort,M
Morten,M
Mortie,M
Mortimer,M
Morton,M
Morty,M
Mose,M
Moses,M
Moshe,M
Moss,M
Mugsy,M
Muhammad,M
Munmro,M
Munroe,M
Murdoch,M
Murdock,M
Murphy,M
Murray,M
Mustafa,M
Myke,M
Myles,M
Mylo,M
Myron,M
Nahum,M
Napoleon,M
Natale,M
Nate,M
Nathanael,M
Nathanial,M
Nathaniel,M
Nathanil,M
Neale,M
Neall,M
Nealon,M
Nealson,M
Nealy,M
Ned,M
Neddie,M
Neddy,M
Nels,M
Nelsen,M
Nelson,M
Nero,M
Neron,M
Nester,M
Nestor,M
Nev,M
Nevil,M
Nevile,M
Neville,M
Nevin,M
Nevins,M
Newton,M
Niall,M
Niccolo,M
Nicholas,M
Nichols,M
Nick,M
Nickey,M
Nickolas,M
Nico,M
Nicolas,M
Niels,M
Nigel,M
Nikita,M
Nikolai,M
Nikos,M
Niles,M
Nils,M
Nilson,M
Niven,M
Noach,M
Noah,M
Noam,M
Noble,M
Noe,M
Nolan,M
Noland,M
Norbert,M
Norm,M
Norman,M
Normand,M
Normie,M
Norris,M
Northrop,M
Northrup,M
Norton,M
Norwood,M
Nunzio,M
Obadiah,M
Obadias,M
Oberon,M
Obie,M
Octavius,M
Odell,M
Odie,M
Odin,M
Odysseus,M
Olaf,M
Olag,M
Ole,M
Oleg,M
Olin,M
Oliver,M
Olivier,M
Olle,M
Omar,M
Oral,M
Oran,M
Orazio,M
Orbadiah,M
Oren,M
Orin,M
Orlando,M
Orren,M
Orrin,M
Orson,M
Orton,M
Orville,M
Osbert,M
Osborn,M
Osborne,M
Osbourn,M
Osbourne,M
Oscar,M
Osgood,M
Osmond,M
Osmund,M
Ossie,M
Oswald,M
Oswell,M
Otes,M
Othello,M
Otho,M
Otis,M
Otto,M
Owen,M
Ozzie,M
Ozzy,M
Pablo,M
Pace,M
Paco,M
Paddie,M
Paddy,M
Padraig,M
Pail,M
Palmer,M
Paolo,M
Park,M
Parke,M
Parker,M
Parnell,M
Parrnell,M
Parry,M
Parsifal,M
Pascal,M
Pascale,M
Pasquale,M
Pate,M
Patel,M
Paten,M
Patin,M
Paton,M
Patric,M
Patricio,M
Patrick,M
Patrik,M
Paul,M
Paulo,M
Pavel,M
Pearce,M
Pedro,M
Peirce,M
Pembroke,M
Penn,M
Penrod,M
Pepe,M
Pepillo,M
Pepito,M
Perceval,M
Percival,M
Percy,M
Pete,M
Peter,M
Petey,M
Petr,M
Peyter,M
Peyton,M
Philbert,M
Philip,M
Phillip,M
Phillipe,M
Phillipp,M
Phineas,M
Phip,M
Pierce,M
Pierre,M
Pierson,M
Piet,M
Pieter,M
Pietro,M
Piggy,M
Pincas,M
Pinchas,M
Pincus,M
Piotr,M
Pip,M
Plato,M
Porter,M
Poul,M
Powell,M
Praneetf,M
Prent,M
Prentice,M
Prentiss,M
Prescott,M
Preston,M
Price,M
Prince,M
Pryce,M
Puff,M
Purcell,M
Putnam,M
Pyotr,M
Quent,M
Quiggly,M
Quigly,M
Quigman,M
Quill,M
Quillan,M
Quincey,M
Quincy,M
Quinlan,M
Quint,M
Quintin,M
Quinton,M
Quintus,M
Rab,M
Rabbi,M
Rabi,M
Rad,M
Radcliffe,M
Rafael,M
Rafe,M
Ragnar,M
Raimund,M
Rainer,M
Rajeev,M
Raleigh,M
Ralf,M
Ralph,M
Ramon,M
Ramsay,M
Ramsey,M
Rand,M
Randal,M
Randall,M
Randell,M
Randolf,M
Randolph,M
Ransell,M
Ransom,M
Raoul,M
Raphael,M
Raul,M
Ravil,M
Rawley,M
Raymond,M
Raymund,M
Raymundo,M
Raynard,M
Rayner,M
Raynor,M
Reagan,M
Red,M
Redford,M
Redmond,M
Reece,M
Reed,M
Rees,M
Reese,M
Reg,M
Regen,M
Reggis,M
Reggy,M
Reginald,M
Reginauld,M
Reid,M
Reilly,M
Reinhard,M
Reinhold,M
Rem,M
Remington,M
Remus,M
Renado,M
Renaldo,M
Renard,M
Renato,M
Renault,M
Reube,M
Reuben,M
Reuven,M
Rex,M
Reynard,M
Reynold,M
Reynolds,M
Reza,M
Rhett,M
Ric,M
Ricard,M
Ricardo,M
Riccardo,M
Rice,M
Rich,M
Richard,M
Richardo,M
Richie,M
Richmond,M
Richy,M
Rick,M
Rickard,M
Rickey,M
Rik,M
Riley,M
Rinaldo,M
Ripley,M
Ritch,M
Ritchie,M
Roarke,M
Rob,M
Robb,M
Robbert,M
Robert,M
Roberto,M
Robinson,M
Rochester,M
Rock,M
Rockwell,M
Rocky,M
Rod,M
Rodd,M
Roddie,M
Roddy,M
Roderic,M
Roderich,M
Roderick,M
Roderigo,M
Rodge,M
Rodger,M
Rodney,M
Rodolfo,M
Rodolph,M
Rodolphe,M
Rodrick,M
Rodrigo,M
Rodrique,M
Rog,M
Roger,M
Rogers,M
Roice,M
Roland,M
Rolando,M
Rolf,M
Rolfe,M
Rolland,M
Rollin,M
Rollins,M
Rollo,M
Rolph,M
Romain,M
Roman,M
Romeo,M
Ron,M
Ronald,M
Ronen,M
Roni,M
Roosevelt,M
Roscoe,M
Ross,M
Roth,M
Rourke,M
Rowland,M
Roy,M
Royal,M
Royce,M
Rube,M
Ruben,M
Rudd,M
Ruddie,M
Ruddy,M
Rudie,M
Rudiger,M
Rudolf,M
Rudolfo,M
Rudolph,M
Rudy,M
Rudyard,M
Rufe,M
Rufus,M
Rupert,M
Ruperto,M
Russ,M
Russel,M
Russell,M
Rustie,M
Rustin,M
Rusty,M
Rutger,M
Rutherford,M
Rutledge,M
Rutter,M
Ryan,M
Salem,M
Salman,M
Salmon,M
Salomo,M
Salomon,M
Salomone,M
Salvador,M
Salvatore,M
Salvidor,M
Sammie,M
Sampson,M
Samson,M
Samuel,M
Samuele,M
Sancho,M
Sander,M
Sanders,M
Sanderson,M
Sandor,M
Sandro,M
Sanford,M
Sanson,M
Sansone,M
Sarge,M
Sargent,M
Saul,M
Sauncho,M
Saunder,M
Saunders,M
Saunderson,M
Saw,M
Sawyer,M
Sawyere,M
Sax,M
Saxe,M
Saxon,M
Say,M
Sayer,M
Sayers,M
Sayres,M
Scarface,M
Schroeder,M
Schuyler,M
Scot,M
Scott,M
Scotti,M
Scottie,M
Seamus,M
Sebastian,M
Sebastiano,M
Sebastien,M
See,M
Selby,M
Selig,M
Serge,M
Sergeant,M
Sergei,M
Sergent,M
Sergio,M
Seth,M
Seymour,M
Shadow,M
Shalom,M
Shamus,M
Shanan,M
Shannan,M
Shaughn,M
Shaw,M
Sheff,M
Sheffie,M
Sheffield,M
Sheffy,M
Shelden,M
Sheldon,M
Shelton,M
Shem,M
Shep,M
Shepard,M
Shepherd,M
Sheppard,M
Shepperd,M
Sheridan,M
Sherlock,M
Sherlocke,M
Sherman,M
Sherwin,M
Sherwood,M
Sherwynd,M
Shimon,M
Shlomo,M
Sholom,M
Shorty,M
Shumeet,M
Shurlock,M
Shurlocke,M
Shurwood,M
Si,M
Sid,M
Sidnee,M
Sidney,M
Siegfried,M
Siffre,M
Sig,M
Sigfrid,M
Sigfried,M
Sigmund,M
Silas,M
Silvain,M
Silvan,M
Silvano,M
Silvanus,M
Silvester,M
Silvio,M
Sim,M
Simeon,M
Simmonds,M
Simon,M
Sinclair,M
Sinclare,M
Sivert,M
Siward,M
Skell,M
Skelly,M
Skip,M
Skipp,M
Skipper,M
Skippie,M
Skippy,M
Skipton,M
Sky,M
Skye,M
Skylar,M
Skyler,M
Slade,M
Slim,M
Sloan,M
Sloane,M
Sly,M
Smith,M
Smitty,M
Socrates,M
Sol,M
Sollie,M
Solly,M
Solomon,M
Somerset,M
Son,M
Sparky,M
Spence,M
Spencer,M
Spense,M
Spenser,M
Spike,M
Spiro,M
Spiros,M
Spud,M
Staffard,M
Stafford,M
Staford,M
Stan,M
Standford,M
Stanfield,M
Stanford,M
Stanislaw,M
Stanleigh,M
Stanley,M
Stanly,M
Stanton,M
Stanwood,M
Stavros,M
Stearn,M
Stearne,M
Stefan,M
Stefano,M
Steffen,M
Stephan,M
Stephanus,M
Stephen,M
Sterling,M
Stern,M
Sterne,M
Steve,M
Steven,M
Stevie,M
Stevy,M
Stew,M
Steward,M
Stewart,M
Stig,M
Stillman,M
Stillmann,M
Sting,M
Stinky,M
Stirling,M
Stu,M
Stuart,M
Sturgis,M
Sullivan,M
Sully,M
Sumner,M
Sutherland,M
Sutton,M
Sven,M
Swen,M
Syd,M
Sylvan,M
Sylvester,M
Tab,M
Tabb,M
Taber,M
Tabor,M
Tad,M
Tadd,M
Taddeo,M
Taddeus,M
Tadeas,M
Tailor,M
Tait,M
Taite,M
Talbert,M
Talbot,M
Tam,M
Tan,M
Tann,M
Tanner,M
Tanney,M
Tannie,M
Tanny,M
Tarrance,M
Tarrant,M
Tarzan,M
Taylor,M
Teador,M
Tedd,M
Tedie,M
Tedman,M
Tedmund,M
Tedrick,M
Temp,M
Temple,M
Templeton,M
Teodoor,M
Teodor,M
Teodorico,M
Teodoro,M
Terence,M
Terencio,M
Terrance,M
Terrel,M
Terrell,M
Terrence,M
Terrill,M
Thacher,M
Thad,M
Thaddeus,M
Thaddius,M
Thaddus,M
Thadeus,M
Thain,M
Thaine,M
Thane,M
Tharen,M
Thatch,M
Thatcher,M
Thaxter,M
Thayne,M
Thebault,M
Thedric,M
Thedrick,M
Theobald,M
Theodor,M
Theodore,M
Theodoric,M
Theophyllus,M
Thibaud,M
Thibaut,M
Thom,M
Thomas,M
Thor,M
Thorn,M
Thorndike,M
Thornie,M
Thornton,M
Thorny,M
Thorpe,M
Thorstein,M
Thorsten,M
Thorvald,M
Thurstan,M
Thurston,M
Tibold,M
Tiebold,M
Tiebout,M
Tiler,M
Timothee,M
Timotheus,M
Tirrell,M
Tito,M
Titos,M
Titus,M
Tobiah,M
Tobias,M
Tobin,M
Tobit,M
Tod,M
Todd,M
Toddie,M
Toddy,M
Tom,M
Tomas,M
Tome,M
Tomkin,M
Tomlin,M
Tonnie,M
Tore,M
Torin,M
Torr,M
Torrance,M
Torre,M
Torrence,M
Torrey,M
Torrin,M
Torry,M
Town,M
Towney,M
Townie,M
Townsend,M
Towny,M
Traver,M
Travers,M
Travis,M
Tray,M
Tre,M
Tremain,M
Tremaine,M
Tremayne,M
Trent,M
Trenton,M
Trev,M
Trevar,M
Trever,M
Trevor,M
Trey,M
Trip,M
Tristan,M
Troy,M
Truman,M
Tuck,M
Tucker,M
Tuckie,M
Tucky,M
Tudor,M
Tull,M
Tulley,M
Tully,M
Turner,M
Ty,M
Tybalt,M
Tye,M
Tyler,M
Tymon,M
Tymothy,M
Tynan,M
Tyrone,M
Tyrus,M
Tyson,M
Udale,M
Udall,M
Udell,M
Ugo,M
Ulberto,M
Uli,M
Ulick,M
Ulises,M
Ulric,M
Ulrich,M
Ulrick,M
Ulysses,M
Umberto,M
Upton,M
Urbain,M
Urban,M
Urbano,M
Urbanus,M
Uri,M
Uriah,M
Uriel,M
Urson,M
Vachel,M
Vaclav,M
Vail,M
Valdemar,M
Valentin,M
Vance,M
Vasili,M
Vasilis,M
Vasily,M
Vassili,M
Vassily,M
Vaughan,M
Vaughn,M
Verge,M
Vergil,M
Vern,M
Verne,M
Vernen,M
Verney,M
Vernon,M
Vernor,M
Vic,M
Vick,M
Victor,M
Vilhelm,M
Vince,M
Vincent,M
Vincents,M
Virge,M
Virgil,M
Virgilio,M
Vite,M
Vito,M
Vlad,M
Vladamir,M
Vladimir,M
Voltaire,M
Von,M
Wade,M
Wadsworth,M
Wain,M
Waine,M
Wainwright,M
Wait,M
Waite,M
Waiter,M
Wake,M
Wakefield,M
Wald,M
Waldemar,M
Walden,M
Waldo,M
Waldon,M
Waleed,M
Walker,M
Wallace,M
Wallache,M
Wallas,M
Walsh,M
Walt,M
Walter,M
Walther,M
Walton,M
Wang,M
Ward,M
Warde,M
Warden,M
Ware,M
Waring,M
Warner,M
Warren,M
Wash,M
Washington,M
Wat,M
Waverley,M
Waverly,M
Way,M
Waylan,M
Wayland,M
Waylen,M
Waylin,M
Waylon,M
Wayne,M
Web,M
Webb,M
Weber,M
Webster,M
Weidar,M
Weider,M
Welbie,M
Welby,M
Welch,M
Wells,M
Welsh,M
Wendall,M
Wendel,M
Wendell,M
Werner,M
Wes,M
Wesley,M
Weslie,M
West,M
Westbrook,M
